ID|obraz URL|nazwa|kategorie|cena brutto|marka|podsumowanie|opis|ilość|widoczność(0)|podatek(1)|dostawca
11|https://assets.adidas.com/images/w_600,f_auto,q_auto/3bbecbdf584e40398446a8bf0117cf62_9366/Samba_OG_Shoes_Bialy_B75806_01_standard.jpg|Samba OG Shoes|Sneakersy\Buty|549|Originals|Klasyczny look i komfort autentycznego modelu Samba.|Model Samba, który narodził się na boisku, stał się ponadczasową ikoną stylu miejskiego. Te buty pozostają wierne swojej historii za sprawą cholewki z miękkiej skóry z zamszowymi nakładkami.|20|0|1|1
12|https://assets.adidas.com/images/w_600,f_auto,q_auto/b7beee7c32d4438aaba3acb6001c2e7b_9366/Forum_Low_Shoes_Bialy_FY7757_01_standard.jpg|Forum Low Shoes|Sneakersy\Buty|499|Originals|Niskie buty w koszykarskim stylu.|Wybierz buty, które robią wrażenie. Model adidas Forum zadebiutował w 1984 roku i zyskał ogromną popularność zarówno na koszykarskim parkiecie, jak i muzycznej scenie. Ta wersja miejskich, niskich butów nawiązuje do pełnego energii stylu koszykarskiego z lat 80. za sprawą kultowego designu z krzyżującymi się paskami w kostkach.|20|0|1|1
13|https://assets.adidas.com/images/w_600,f_auto,q_auto/09c5ea6df1bd4be6baaaac5e003e7047_9366/Forum_Low_Shoes_Bialy_FY7756_01_standard.jpg|Forum Low Shoes|Sneakersy\Buty|499|Originals|Niskie buty w koszykarskim stylu.|Wybierz buty, które robią wrażenie. Model adidas Forum zadebiutował w 1984 roku i zyskał ogromną popularność zarówno na koszykarskim parkiecie, jak i muzycznej scenie. Ta wersja miejskich, niskich butów nawiązuje do pełnego energii stylu koszykarskiego z lat 80. za sprawą kultowego designu z krzyżującymi się paskami w kostkach.|20|0|1|1
14|https://assets.adidas.com/images/w_600,f_auto,q_auto/75aee7eb0fc343d484c9adf30019d225_9366/Forum_Low_Shoes_Bialy_GY8556_01_standard.jpg|Forum Low Shoes|Sneakersy\Buty|499|Originals|Niskie buty Forum wykonane częściowo z materiałów pochodzących z recyklingu.|Chcesz zobaczyć, na co Cię stać? Załóż buty adidas Forum i przekonaj się! Inspirowane koszykówką buty, które od 1984 roku są symbolem autoekspresji, są stworzone do przekraczania granic i dostrzegania tego, co możesz osiągnąć dzięki ciężkiej pracy. Podkreślają również fakt, że bez innych nie dotarlibyśmy tak daleko — za sprawą klasycznych barw drużyny i akcentu w postaci stylizowanej opaski na głowę. Cholewka z białej skóry i akcenty kolorystyczne oddają hołd tradycji modelu Forum przy każdym kroku.|20|0|1|1
15|https://assets.adidas.com/images/w_600,f_auto,q_auto/b9bd6dc6bbb84a8faa3dae8400320b3e_9366/Ultra_4DFWD_Shoes_Czern_GX6632_01_standard.jpg|Ultra 4DFWD Shoes|Sneakersy\Buty|1099|Performance|Buty do biegania zaprojektowane z myślą o ruchu i wykonane częściowo z Parley Ocean Plastic.|Poczuj płynność biegu w butach do biegania Ultra 4DFWD. Łączą cholewkę naszych kultowych butów Ultraboost z podeszwą środkową adidas 4DFWD z nadrukiem 3D, która została udoskonalona tak, aby kompresja do przodu zmniejszała siłę hamowania i przekształcała energię uderzenia w ruch naprzód. Gwarantuje to płynne przetoczenie stopy i wyjątkowe wrażenia niczym podczas szybowania. Cholewka adidas PRIMEKNIT otula stopę, zapewniając jej dynamiczne wsparcie w strategicznych obszarach, a podeszwa zewnętrzna z gumy Continental™ zwiększa przyczepność w każdych warunkach pogodowych.|20|0|1|1
16|https://assets.adidas.com/images/w_600,f_auto,q_auto/626aefae60f647a496e6aef900bab3bf_9366/ADIDAS_ADIZERO_SL_RUNNING_SHOES_Bialy_GV9095_01_standard.jpg|ADIDAS ADIZERO SL RUNNING SHOES|Sneakersy\Buty|599|Performance|Zaprojektowane, by pomóc biegaczom osiągać coraz lepsze wyniki podczas krótkich i długich treningów biegowych.|adidas ADIZERO SL to szybkie buty treningowe na co dzień, wyposażone w kluczowe elementy i wyróżniki designu z naszej bijącej rekordy popularności na całym świecie linii Adizero. Podeszwa środkowa ma lekką ramę Lightstrike z pianki EVA na całej długości, która zapewnia równowagę między stabilnością, wytrzymałością i amortyzacją. Została ona połączona z naszej światowej sławy pianką Lightstrike Pro i szybką, treningową cholewką z wyjątkowo miękkiej siateczki o specjalnej konstrukcji rozmieszczonej w kluczowych obszarach. Solidnie wyściełana konstrukcja pięty i języka zapewnia wygodę podczas zakładania i biegu, a design cholewki uzupełnia migający znak ADIZERO na pięcie. Całkowicie gumowa podeszwa zewnętrzna zapewnia przyczepność na każdej nawierzchni i w każdych warunkach. Cholewka uszyta z serii materiałów pochodzących z recyklingu zawiera co najmniej 50% materiałów z odzysku. Ten produkt jest tylko jednym z naszych rozwiązań, które pomogą położyć kres plastikowym odpadom.|20|0|1|1
17|https://assets.adidas.com/images/w_600,f_auto,q_auto/777e7c7d708c40dcbd9caec900e6d4df_9366/Ultraboost_22_COLD.RDY_2.0_Shoes_Czern_GX6691_01_standard.jpg|Ultraboost 22 COLD.RDY 2.0 Shoes|Sneakersy\Buty|949|Performance|Buty do biegania w chłodne dni wykonane częściowo z materiałów pochodzących z recyklingu.|adidas Ultraboost zadebiutowały w 2015 roku, wyznaczając standardy wygody i wydajności butów do biegania. Każda nowa wersja podnosi poprzeczkę, a obecna nie jest wyjątkiem. Te buty biegowe powstały z myślą o bieganiu w chłodne dni i mają technologię COLD.RDY, która ogrzewa stopy. Odblaskowa, zwracająca energię podeszwa środkowa BOOST pozwoli Ci biegać od zmierzchu po świt. Podeszwa zewnętrzna z gumy Continental™ Wintergrip™ oznacza bezpieczną przyczepność na śliskich ulicach.|20|0|1|1
18|https://assets.adidas.com/images/w_600,f_auto,q_auto/00361ebc859c4d3bacb0ae810165b94b_9366/Galaxy_6_Shoes_Czern_GW4138_01_standard.jpg|Galaxy 6 Shoes|Sneakersy\Buty|249|Performance|Sportowe, wygodne buty wykonane częściowo z materiałów pochodzących z recyklingu.|Załóż je i ruszaj. Te buty do biegania adidas zapewnią Ci komfort niezależnie od tego, jak długi okaże się Twój dzień. Doskonałe buty do noszenia na co dzień mają lekką i przewiewną cholewkę z siateczki, która gwarantuje stopom chłodny komfort, oraz sprężystą podeszwę środkową Cloudfoam. Gumowa podeszwa zewnętrzna została zaprojektowana tak, aby dawać stabilność na wszystkich nawierzchniach, od mokrej trawy po glinę. Zmieniaj swoje plany bez konieczności zmieniania butów.   Cholewka uszyta z serii materiałów pochodzących z recyklingu zawiera co najmniej 50% materiałów z odzysku. Ten produkt jest tylko jednym z naszych rozwiązań, które pomogą położyć kres plastikowym odpadom.|20|0|1|1
19|https://assets.adidas.com/images/w_600,f_auto,q_auto/891570bd27d34ae9a81fac0200fc7566_9366/Run_60s_2.0_Shoes_Czern_FZ0961_01_standard.jpg|Run 60s 2.0 Shoes|Sneakersy\Buty|269|Sportswear|Stylowe buty na aktywne dni.|Buty w biegowym stylu zainspirowane tradycją adidas. Łącząc to, co najlepsze z klasycznych modeli z bieżni z prostymi liniami nowoczesnego stylu miejskiego, ten model prezentuje ponadczasowy design, który sprawdzi się na co dzień. Podeszwa środkowa Cloudfoam zapewnia wyjątkową miękkość na każdym kroku.|20|0|1|1
20|https://assets.adidas.com/images/w_600,f_auto,q_auto/ea4f59713adc4f669172aa64010521ca_9366/Strutter_Shoes_Czern_EG2656_01_standard.jpg|Strutter Shoes|Sneakersy\Buty|269|Sportswear|Solidne buty w sportowym stylu stworzone z myślą o wygodzie w aktywne dni.|Wybierz buty, które prezentują masywny design sprzed lat i zapewniają Ci całodzienny komfort. Gładka skórzana cholewka została wykończona wycinanymi detalami, nakładkami i charakterystycznymi 3 paskami. Osadzona jest na wysokiej, profilowanej podeszwie środkowej i przyczepnej podeszwie zewnętrznej.|20|0|1|1
21|https://assets.adidas.com/images/w_600,f_auto,q_auto/3ea3dc6b1a7d484282a5aecc011070cd_9366/Terrex_Conrax_BOA_RAIN.RDY_Hiking_Shoes_Czern_GY1155_01_standard.jpg|Terrex Conrax BOA RAIN.RDY Hiking Shoes|Sneakersy\Buty|1199|TERREX|Wodoodporne buty z izolacją, wykonane częściowo z Parley Ocean Plastic.|Dobrze mieć ciepłe i suche stopy mimo chłodu i deszczu. Stworzone z myślą o zimowych wędrówkach, przygodach na śniegu i długich, chłodnych dniach spędzanych na dworze buty zimowe adidas Terrex są wodoodporne i w pełni ocieplane. COLD.RDY z PrimaLoft® otula Twoją stopę, zatrzymując ciepło, a RAIN.RDY chroni przed zamoczeniem, śniegiem i deszczem, zapewniając suchy komfort stopom przez cały dzień. BOA® Fit System pozwala Ci na szybkie zasznurowanie i gwarantuje pewność. Podeszwa środkowa BOOST amortyzuje i dodaje energii na każdym kroku, na śniegu i poza nim, niezależnie od temperatury. Przyczepna guma Stealth przystosowana do zimy oznacza doskonałą przyczepność i pewność na śliskich, oblodzonych nawierzchniach.|20|0|1|1
22|https://assets.adidas.com/images/w_600,f_auto,q_auto/d1d390920c76460fa3c9ad1a00a3593c_9366/Ownthegame_Shoes_Czern_H00471_01_standard.jpg|Ownthegame Shoes|Sneakersy\Buty|299|Sportswear|Szorty koszykarskie gwarantujące komfort przez cały mecz.|Przejmij kontrolę, wychodząc na parkiet w tych butach koszykarskich adidas. Siateczkowa cholewka zapewnia stopom świeżość, gdy biegasz po całym boisku. Lekka amortyzacja pochłania siłę uderzenia z każdym krokiem.   Ten produkt zawiera materiały pochodzące z recyklingu w ramach naszych wysiłków zmierzających do rozwiązania problemu plastikowych odpadów. 20% elementów użytych do wykonania cholewki zawiera co najmniej 50% materiałów pochodzących z recyklingu.|20|0|1|1
23|https://assets.adidas.com/images/w_600,f_auto,q_auto/f5475039af4b40a4b710aefa0089bca9_9366/Terrex_AX4_Mid_GORE-TEX_Hiking_Shoes_Czern_HP7401_01_standard.jpg|Terrex AX4 Mid GORE-TEX Hiking Shoes|Sneakersy\Buty|799|TERREX|Uniwersalne, wodoodporne buty hikingowe wykonane częściowo z materiałów pochodzących z recyklingu.|Przygody w outdoorze już na Ciebie czekają, a wodoodporne buty hikingowe adidas Terrex pomogą Ci odkrywać świat: ten bliski i ten daleki. Ich uniwersalny, sportowy design jest wystarczająco lekki, aby sprostać codziennym wędrówkom, i wystarczająco techniczny, aby wytrzymać trudy górskiej wspinaczki czy przejścia via ferrata. Ten model wspiera Twoje stopy lekkim, a jednocześnie mocnym i stabilnym designem, który ułatwia koncentrację na szlaku. Wodoodporny, oddychający GORE-TEX nie przepuszcza wody i błota, pozwalając jednocześnie stopom oddychać. Język z klinem i wyściełanym mankiet do kostki otulają stopę i nie przepuszczają kurzu ani brudu, gwarantując komfort inspirowany butami do biegania. Przyczepność gumy Continental™ w każdych warunkach oznacza, że możesz pewnie poruszać się po kamienistych zboczach, mokrych korzeniach i piaszczystych trasach. A więc załóż te buty i ruszaj w drogę.|20|0|1|1
24|https://assets.adidas.com/images/w_600,f_auto,q_auto/54c54b0a0dc94647b7c1af1401021a2f_9366/Forum_Mid_Shoes_Czern_FZ6252_01_standard.jpg|Forum Mid Shoes|Sneakersy\Buty|549|Originals|Buty do kostki z lat 80. z luksusowym wykończeniem.|Sprawdzone w bojach. Klasyczne buty koszykarskie z lat 80. nadal spełniają najwyższe standardy wydajności. Wysokiej jakości detale, takie jak cholewka z zamszu i skóry, nadają im nowoczesny charakter, a nakładka X i gumowa podeszwa nawiązują do autentycznego stylu adidas.|20|0|1|1
25|https://assets.adidas.com/images/w_600,f_auto,q_auto/80b9e9bd23ae4a3e9c14aef901073dea_9366/Terrex_Swift_R3_Mid_GORE-TEX_Hiking_Shoes_Czern_HR1308_01_standard.jpg|Terrex Swift R3 Mid GORE-TEX Hiking Shoes|Sneakersy\Buty|899|TERREX|Lekkie buty na wędrówki wykonane częściowo z materiałów pochodzących z recyklingu.|Zaufaj nam, te buty hikingowe adidas poradzą sobie w każdym terenie. Musisz tylko przyspieszyć. Buty hikingowe z GORE-TEX stworzone z myślą o szybkich ruchach w górach są wodoodporne i przewiewne, dzięki czemu sprawdzą się podczas całodziennych przygód. Lekki model z amortyzowaną podeszwą środkową i wstawką na języku zapewnia Ci ochronę i komfort, gdy wspinasz się po stromych zboczach. Przyczepna podeszwa zewnętrzna z gumy Continental™ zapewnia przyczepność w każdych warunkach pogodowych.  Cholewka uszyta z serii materiałów pochodzących z recyklingu zawiera co najmniej 50% materiałów z odzysku. To tylko jedno z naszych rozwiązań, które pomogą eliminować zanieczyszczenie plastikiem.|20|0|1|1
26|https://assets.adidas.com/images/w_600,f_auto,q_auto/24ba2db958ac4d799913af3b00c4b7c5_9366/Eastrail_2.0_Mid_RAIN.RDY_Hiking_Shoes_Czern_HP8600_01_standard.jpg|Eastrail 2.0 Mid RAIN.RDY Hiking Shoes|Sneakersy\Buty|549|Performance|Te wodoodporne buty na wędrówki zostały częściowo wykonane z materiałów pochodzących z recyklingu.|Buty hikingowe adidas RAIN.RDY stworzone z myślą o dniach spędzanych na świeżym powietrzu to Twój ulubiony, lekki model na całodzienne przygody. Wygodne, wodoodporne buty hikingowe, które sprawdzą się od pierwszego założenia, zmienią sposób, w jaki odkrywasz ulubione szlaki.  Cholewka uszyta z serii materiałów pochodzących z recyklingu zawiera co najmniej 50% materiałów z odzysku. Ten produkt stanowi tylko jedno z naszych rozwiązań, które pomogą wyeliminować zanieczyszczenie plastikiem.|20|0|1|1
27|https://assets.adidas.com/images/w_600,f_auto,q_auto/c9fdf27c73cc481aa8efacb6002c81bc_9366/Forum_Mid_Shoes_Bialy_FY7939_01_standard.jpg|Forum Mid Shoes|Sneakersy\Buty|549|Originals|Luksusowe buty do kostki o koszykarskim rodowodzie.|Poświęćmy chwilę na uhonorowanie ikony. Czy to legenda koszykówki z lat 80., która przeczy prawom grawitacji? A może kultowe buty, które ozdabiały stopy raperów? I jedno, i drugie. Buty adidas Forum zdominowały parkiet koszykarski i ulice, a teraz powracają w wersji do kostki, aby pomóc Ci wspiąć się na wyższy poziom stylu. Wybierz rozpoznawalny look ― dostępny w wersji z luksusowej, powlekanej skóry ― i zaprezentuj się w klasycznym stylu.|20|0|1|1
28|https://assets.adidas.com/images/w_600,f_auto,q_auto/ad52939b7726430188d5a82b01359aca_9366/Terrex_Swift_R2_Mid_GORE-TEX_Hiking_Shoes_Czern_CM7500_01_standard.jpg|Terrex Swift R2 Mid GORE-TEX Hiking Shoes|Sneakersy\Buty|849|TERREX|Lekkie buty trekkingowe zapewniające przyczepność w każdych warunkach.|Wybierz buty trekkingowe dla mężczyzn, które pozwolą Ci szybko poruszać się w górach. Lekka, oddychająca konstrukcja wyposażona jest w GORE-TEX, który zapewni suchy komfort stopom. Buty mają podeszwę zewnętrzną Traxion z gumą Continental™, dającą wsparcie na suchej i mokrej nawierzchni.|20|0|1|1
29|https://assets.adidas.com/images/w_600,f_auto,q_auto/56b9a8d1f8dc4ab1a5d0ae6f018ab8bf_9366/Terrex_Free_Hiker_COLD.RDY_Hiking_Boots_Zielony_GY6757_01_standard.jpg|Terrex Free Hiker COLD.RDY Hiking Boots|Sneakersy\Buty|1199|TERREX|Wodoodporne ocieplane buty trekkingowe wykonane częściowo z materiałów pochodzących z recyklingu.|Męskie buty trekkingowe Terrex Free Hiker COLD.RDY dbają o to, aby Twoje stopy nie przegrzały się ani nie przemokły. Częściowo lekkie, a częściowo zimowe buty trekkingowe o trwałym, mocnym, a jednocześnie lekkim designie łączą otulającą stopę, wygodną cholewkę adidas Primeknit ze sprężystością BOOST. GORE-TEX Duratherm chroni stopy przed śniegiem, błotem i wodą, zapewniając Ci suchy komfort, gdy pokonujesz zaśnieżone szlaki lub błotnisty teren. COLD.RDY to niskoprofilowa izolacja, która zatrzymuje ciepło i zapewnia stopom wygodę. Wewnętrzna rama daje Ci wsparcie, którego potrzebujesz, aby pewnie poruszać się po wymagającym terenie, a podeszwa zewnętrzna z gumy Continental™ zapewnia przyczepność na mokrych i oblodzonych nawierzchniach.|20|0|1|1
30|https://assets.adidas.com/images/w_600,f_auto,q_auto/06efb594f7ae4a03b850a826015866c1_9366/Terrex_Swift_R2_GORE-TEX_Hiking_Shoes_Czern_CM7492_01_standard.jpg|Terrex Swift R2 GORE-TEX Hiking Shoes|Sneakersy\Buty|679|TERREX|Lekkie buty na wędrówki w każdych warunkach.|Poruszaj się szybko w górach w tych butach trailowych. Niskoprofilowa, mocna cholewka z membraną GORE-TEX nie przepuszcza wody, zapewniając suchy komfort stopom. System szybkiego sznurowania gwarantuje wsparcie na nierównym terenie. Podeszwa zewnętrzna z gumy Continental™ dba o przyczepność na mokrych i suchych nawierzchniach, dając pewność na śliskich korzeniach i skałach.|20|0|1|1
31|https://assets.adidas.com/images/w_600,f_auto,q_auto/81cb61e69fe94bda88cfae5f017fea87_9366/Forum_Exhibit_Low_Shoes_Bialy_GX4121_01_standard.jpg|Forum Exhibit Low Shoes|Sneakersy\Buty|449|Originals|Buty Forum Low w łagodnym stylu wykonane częściowo z materiałów pochodzących z recyklingu.|Sylwetka butów adidas Forum jest łatwa do rozpoznania. Detal w kształcie litery X sprawia, że od razu rzucają się w oczy. Więc jak wyglądałyby buty Forum, gdybyśmy tym razem zaczęli tworzyć je od zewnątrz? Znamy już odpowiedź na to pytanie – zachowują charakter oryginalnego modelu Forum, a zamienione materiały nadają im ciekawą nową teksturę i energię.|20|0|1|1
32|https://assets.adidas.com/images/w_600,f_auto,q_auto/2474f3034df146b58c89af2c0011f75c_9366/Breaknet_2.0_Shoes_Bialy_HP9426_01_standard.jpg|Breaknet 2.0 Shoes|Sneakersy\Buty|279|Sportswear|Stonowane sneakery wykonane częściowo z materiałów pochodzących z recyklingu.|Sneakery adidas czerpią inspirację z kortu centralnego, ale wzbudzają nie mniejszy podziw podczas spacerów po ulicach miasta. Proste, gładkie linie i subtelne akcenty kolorystyczne sprawiają, że pasują do wszystkiego: od szortów treningowych po chinosy, od spodni dresowych po dżinsy.  Cholewka uszyta z serii materiałów pochodzących z recyklingu zawiera co najmniej 50% materiałów z odzysku. Ten produkt stanowi tylko jedno z naszych rozwiązań, które pomogą nam wyeliminować zanieczyszczenie plastikiem.|20|0|1|1
33|https://assets.adidas.com/images/w_600,f_auto,q_auto/13085062e6fd497fb6faac5e00302b1b_9366/Forum_Mid_Shoes_Bialy_FY4975_01_standard.jpg|Forum Mid Shoes|Sneakersy\Buty|499|Originals|Luksusowe buty do kostki o koszykarskim rodowodzie.|Poświęćmy chwilę na uhonorowanie ikony. Czy to legenda koszykówki z lat 80., która przeczy prawom grawitacji? A może kultowe buty, które ozdabiały stopy raperów? I jedno, i drugie. Buty adidas Forum zdominowały parkiet koszykarski i ulice, a teraz powracają w wersji do kostki, aby pomóc Ci wspiąć się na wyższy poziom stylu. Wybierz rozpoznawalny look ― dostępny w wersji z luksusowej, powlekanej skóry ― i zaprezentuj się w klasycznym stylu.|20|0|1|1
